league_stats_id,yearid,TG,W,L,G,PA,HR,R,RBI,SB,BB_percent,K_percent,ISO,BABIP,AVG,OBP,SLG,wOBA,wOBA_scale,GDP,xwOBA,wRC_plus,BsR,Off,Def,WAR,IP,runSB,runCS,b_1B,b_2B,b_3B,BB,IBB,HBP,CS,AB,SO,SF
17,2024,4858,2429,2429,71274,182449,5453,21343,20379,3617,8.20%,22.60%,0.156,0.291,0.243,0.312,0.399,0.31,1.242,3227,,100,1.8,19.8,-581.6,569.8,43116.1,0.2,-0.405,25902,7771,697,14929,509,2020,961,163687,41197,1261
10,2023,4860,2430,2430,71144,184104,5868,22432,21512,3503,8.60%,22.70%,0.166,0.297,0.248,0.32,0.414,0.318,1.204,3466,,100,5.5,23.6,-597.1,570,43087.1,0.2,-0.422,26031,8228,712,15819,474,2112,866,164418,41843,1230
8,2022,4860,2430,2430,70911,182052,5215,20817,19888,2486,8.20%,22.40%,0.152,0.29,0.243,0.312,0.395,0.31,1.259,3392,,100,-2,14.6,-596.6,570,43075.1,0.2,-0.397,25877,7940,643,14853,475,2046,811,163465,40812,1224
18,2021,4858,2429,2429,71621,181817,5944,22010,20993,2213,8.70%,23.20%,0.167,0.292,0.244,0.317,0.411,0.314,1.209,3328,,97,-2.8,-768.3,286.4,569.8,42615,0.2,-0.419,25006,7863,671,15794,703,2112,711,161941,42145,1143
134,2020,1796,898,898,26721,66506,2304,8344,7978,885,9.20%,23.40%,0.173,0.292,0.245,0.322,0.418,0.32,1.185,1237,,100,-6.9,-7.2,-214.6,210.6,15468.2,0.2,-0.435,9071,2823,241,6092,202,821,292,59030,15586,402
19,2019,4858,2429,2429,71684,186516,6776,23467,22471,2280,8.50%,23.00%,0.183,0.298,0.252,0.323,0.435,0.32,1.157,3463,,97,-5.3,-823.1,341.7,569.8,43423.1,0.2,-0.435,25947,8531,785,15895,753,1984,832,166651,42823,1150
4,2018,4862,2431,2431,71590,185139,5585,21630,20606,2474,8.50%,22.30%,0.161,0.296,0.248,0.318,0.409,0.315,1.226,3457,,97,-1.6,-783.9,332.1,570.2,43489,0.2,-0.407,26322,8264,847,15686,929,1922,958,165432,41207,1235
14,2017,4860,2430,2430,70745,185295,6105,22582,21558,2527,8.50%,21.60%,0.171,0.3,0.255,0.324,0.426,0.321,1.185,3804,,96,-6.4,-858.9,338.8,570,43257,0.2,-0.423,26918,8397,795,15829,970,1763,934,165567,40104,1168
25,2016,4856,2427,2427,70449,184577,5610,21744,20746,2537,8.20%,21.10%,0.162,0.3,0.255,0.322,0.417,0.318,1.212,3721,,97,-5.2,-775.6,286.2,569.5,43306.1,0.2,-0.41,27538,8255,873,15088,932,1651,1001,165561,38982,1214
21,2015,4858,2429,2429,70535,183627,4909,20647,19650,2505,7.70%,20.40%,0.15,0.299,0.254,0.317,0.405,0.313,1.251,3740,,97,-0.7,-751.2,282.7,569.8,43407.2,0.2,-0.392,28016,8242,939,14073,951,1602,1064,165488,37446,1232
12,2014,4860,2430,2430,69565,183928,4186,19761,18745,2764,7.60%,20.40%,0.135,0.299,0.251,0.314,0.386,0.31,1.304,3613,,96,0.4,-759.7,277.7,570,43613.2,0.2,-0.377,28423,8137,849,14020,985,1652,1035,165614,37441,1277
5,2013,4862,2431,2431,69267,184872,4661,20255,19271,2693,7.90%,19.90%,0.143,0.297,0.253,0.318,0.396,0.314,1.277,3739,,96,-1,-747.2,268.9,570.2,43653.1,0.2,-0.384,28438,8222,772,14640,1018,1536,1007,166070,36710,1219
11,2012,4860,2430,2430,69521,184179,4934,21017,19998,3229,8.00%,19.80%,0.151,0.297,0.255,0.319,0.405,0.315,1.245,3620,,96,1,-814.9,370.4,570,43355.1,0.2,-0.398,27941,8261,927,14709,1055,1494,1136,165251,36426,1223
20,2011,4858,2429,2429,68729,185245,4552,20808,19804,3279,8.10%,18.60%,0.144,0.295,0.255,0.321,0.399,0.316,1.264,3525,,96,1.1,-759.8,278.6,569.8,43527.1,0.2,-0.394,28418,8399,898,15018,1231,1554,1261,165705,34488,1274
13,2010,4860,2430,2430,68923,185553,4613,21308,20288,2959,8.50%,18.50%,0.145,0.297,0.257,0.325,0.403,0.321,1.251,3727,,96,-0.7,-845.2,299.5,570,43305.1,0.2,-0.403,28589,8486,866,15778,1216,1549,1129,165353,34306,1301
9,2009,4860,2430,2430,69035,187079,5042,22419,21364,2970,8.90%,18.00%,0.155,0.299,0.262,0.333,0.418,0.329,1.21,3801,,96,1.9,-871.1,386.8,570,43272,0.2,-0.42,28796,8737,949,16620,1179,1590,1133,165849,33591,1366
23,2008,4856,2428,2428,69564,187631,4878,22585,21541,2799,8.70%,17.50%,0.152,0.3,0.264,0.333,0.416,0.328,1.211,3888,,96,0,-864,337.9,569.5,43357.2,0.2,-0.422,29194,9014,886,16337,1310,1672,1035,166714,32884,1365
6,2007,4862,2431,2431,70143,188623,4957,23322,22257,2918,8.50%,17.10%,0.155,0.303,0.268,0.336,0.423,0.331,1.192,3983,,97,0.9,-846.1,323.7,570.2,43425.2,0.2,-0.433,29885,9197,938,16079,1323,1755,1002,167783,32189,1441
22,2006,4858,2429,2429,69333,188071,5386,23599,22491,2767,8.40%,16.80%,0.163,0.301,0.269,0.337,0.432,0.332,1.17,3948,,96,-0.3,-935.6,437.3,569.8,43258,0.2,-0.439,29600,9135,952,15847,1410,1817,1110,167341,31655,1396
7,2005,4862,2430,2430,68432,186294,5017,22326,21248,2565,8.20%,16.40%,0.154,0.295,0.264,0.33,0.419,0.326,1.208,3911,,96,0.1,-834.6,349.3,570.2,43232.1,0.2,-0.419,29224,8863,888,15207,1216,1797,1069,166337,30644,1315
24,2004,4856,2428,2428,68880,188539,5451,23376,22248,2589,8.60%,16.90%,0.162,0.297,0.266,0.335,0.428,0.33,1.18,3784,,96,0.3,-928.9,385.2,569.5,43394,0.2,-0.434,29254,8919,898,16222,1381,1850,1100,167353,31828,1363
15,2003,4860,2429,2429,68519,187449,5207,22978,21886,2573,8.50%,16.40%,0.158,0.294,0.264,0.333,0.422,0.328,1.194,3850,,96,-0.2,-895,386.9,570,43335,0.2,-0.428,29089,8827,934,15889,1316,1849,1132,166737,30801,1336
26,2002,4852,2425,2425,68340,186615,5059,22408,21332,2750,8.70%,16.80%,0.155,0.293,0.261,0.331,0.417,0.326,1.211,3845,,96,-1.8,-861.5,358.1,569.1,43269,0.2,-0.42,28592,8700,921,16246,1452,1746,1282,165583,31394,1399
16,2001,4858,2428,2428,61371,186976,5458,23199,22088,3103,8.50%,17.30%,0.163,0.296,0.264,0.332,0.427,0.327,1.182,3653,,96,0.4,-935.1,469.1,570,43287.1,0.2,-0.432,28680,8813,928,15806,1384,1890,1407,166234,32404,1424
2,2000,4858,2428,2428,62083,190261,5693,24971,23735,2924,9.60%,16.50%,0.167,0.3,0.27,0.345,0.437,0.341,1.147,3892,,96,0,-1012.8,538.6,570.5,43244.1,0.2,-0.46,29700,8901,952,18237,1210,1573,1323,167290,31356,1514
3,1999,4856,2427,2427,61966,189692,5528,24691,23461,3421,9.40%,16.40%,0.163,0.302,0.271,0.345,0.434,0.341,1.156,3841,,96,0,-948.1,547.7,570.4,43210.2,0.2,-0.456,30128,8740,931,17891,1107,1579,1519,167138,31119,1463
1,1998,4864,2430,2430,62317,188284,5064,23297,22081,3284,8.70%,16.90%,0.154,0.3,0.266,0.335,0.42,0.331,1.197,3704,,96,0,-909.9,539.5,570.9,43434.2,0.2,-0.432,29786,8741,899,16447,1067,1587,1505,167119,31894,1403
29,1997,4532,2266,2266,58107,175541,4640,21604,20468,3308,8.90%,17.10%,0.152,0.301,0.267,0.337,0.419,0.332,1.201,3446,,96,0.4,-798.3,338.3,531.7,40454,0.2,-0.431,27944,8004,883,15666,1169,1449,1563,155439,29937,1382
28,1996,4534,2266,2266,55959,177261,4962,22831,21570,3240,9.10%,16.50%,0.157,0.301,0.27,0.34,0.427,0.335,1.171,3609,,97,0.2,-780.1,301.2,531.8,40560.2,0.2,-0.45,28516,7987,855,16093,1341,1404,1343,156801,29308,1400
45,1995,4034,2016,2016,49777,156703,4081,19554,18436,2932,9.10%,16.20%,0.15,0.298,0.267,0.338,0.417,0.333,1.199,3146,,96,0.2,-716.1,228.4,473.2,36032,0.2,-0.437,25112,6958,824,14240,1105,1219,1256,138572,25425,1171
71,1994,3200,1599,1599,38374,124483,3306,15752,14858,2258,8.90%,15.90%,0.155,0.3,0.27,0.339,0.424,0.333,1.182,2443,,97,0,-557,211.5,375.3,28585.2,0.2,-0.442,20012,5723,702,11131,1008,876,1032,110266,19766,992
27,1993,4538,2268,2268,55035,174564,4030,20864,19596,3263,8.70%,15.10%,0.138,0.294,0.265,0.332,0.403,0.327,1.24,3418,,97,0,-743.2,208.7,532.3,40507.1,0.2,-0.418,28669,7449,940,15110,1477,1200,1660,154996,26310,1429
31,1992,4212,2106,2106,50937,160545,3038,17341,16284,3264,8.50%,14.70%,0.122,0.285,0.256,0.322,0.377,0.317,1.33,3114,,97,0,-532.6,111.3,494.5,37829.1,0.2,-0.381,26098,6563,845,13682,1315,980,1601,142895,23538,1294
36,1991,4208,2104,2104,51796,160746,3383,18127,17048,3120,8.70%,15.20%,0.129,0.285,0.256,0.323,0.385,0.318,1.297,3023,,97,0,-519.7,89.9,494,37769.2,0.2,-0.395,25782,6499,894,13984,1229,905,1567,142967,24390,1249
33,1990,4210,2105,2105,51345,160316,3317,17919,16804,3290,8.60%,14.90%,0.128,0.287,0.258,0.325,0.385,0.319,1.299,3077,,97,0.4,-637.5,71.2,494.3,37563.2,0.2,-0.393,26109,6526,865,13852,1384,861,1509,142768,23853,1261
34,1989,4212,2103,2103,50628,160033,3083,17405,16229,3115,8.50%,14.80%,0.121,0.283,0.254,0.32,0.375,0.313,1.329,3063,,97,-0.2,-561.5,63.6,494.3,37714.2,0.2,-0.383,26035,6307,868,13528,1447,801,1441,142821,23650,1240
43,1988,4200,2098,2098,49903,159380,3180,17380,16217,3301,8.10%,14.70%,0.123,0.282,0.254,0.318,0.378,0.312,1.322,3088,,97,0,-600.7,123.7,492.9,37670.2,0.2,-0.383,25838,6386,840,12984,1367,918,1418,142569,23355,1264
38,1987,4210,2105,2105,51173,161922,4458,19883,18713,3585,8.90%,15.50%,0.152,0.289,0.263,0.331,0.415,0.326,1.206,3125,,97,0,-713.6,173.4,493.8,37574.2,0.2,-0.428,25748,6793,896,14389,1287,842,1529,144095,25099,1110
40,1986,4206,2102,2102,51110,160858,3813,18545,17396,3312,8.80%,15.40%,0.137,0.286,0.258,0.326,0.395,0.32,1.267,3117,,97,0,-640.3,146.2,493.5,37674,0.2,-0.403,25701,6511,855,14227,1289,812,1620,143106,24706,1175
